buyer_income_lpa,house_price_lakh,loan_eligibility,credit_score,down_payment_percent,existing_emi_lpa,employment_years,dependents,property_location_score,employment_type,can_buy
20.38,155.91,yes,609,12.54,4.61,15,0,5,self_employed,neutral
14.78,123.42,no,786,35.17,2.89,22,3,4,salaried,neutral
6.57,78.91,yes,658,16.53,2.4,6,1,5,self_employed,neutral
5.78,41.53,no,684,9.64,2.5,6,2,9,salaried,no
19.26,106.65,yes,580,27.84,4.23,9,4,10,business,yes
8.35,63.18,no,659,15.77,1.9,1,3,8,salaried,no
21.73,103.42,no,727,11.17,7.25,13,0,4,business,neutral
14.56,195.05,yes,719,10.02,4.95,6,1,4,salaried,neutral
7.79,91.1,no,729,13.33,2.72,6,5,8,business,no
45.07,229.18,yes,744,38.67,4.33,18,1,5,business,yes
61.6,273.36,yes,840,24.4,12.47,13,1,8,business,yes
8.32,96.91,yes,701,9.4,2.15,4,4,8,salaried,neutral
16.82,192.68,no,880,7.97,5.27,12,6,1,business,no
9.07,113.02,no,515,7.32,4.36,7,3,5,self_employed,no
7.63,71.76,no,681,10.76,2.6,7,2,2,salaried,no
20.22,178.42,yes,571,22.42,5.8,10,0,3,self_employed,neutral
23.87,107.81,yes,739,16.19,5.05,7,1,7,self_employed,yes
14.2,54.66,no,692,17.71,3.5,6,2,3,business,neutral
10.94,65.36,no,864,14.3,4.92,3,4,7,salaried,no
5.78,47.73,no,619,4.83,2.46,2,1,9,self_employed,no
8.29,77.84,yes,628,11.08,2.63,10,0,3,self_employed,neutral
23.02,120.0,yes,802,32.4,5.77,7,1,8,salaried,yes
44.43,339.18,yes,857,21.18,9.12,13,2,4,business,yes
14.42,139.07,yes,804,4.76,4.25,8,0,8,salaried,neutral
7.19,90.32,yes,845,10.83,1.12,8,5,1,salaried,neutral
14.69,83.32,no,724,14.67,5.15,15,5,7,salaried,no
10.81,60.15,no,615,5.0,5.5,5,3,8,salaried,no
11.41,164.72,no,572,10.23,2.93,7,0,6,self_employed,no
12.84,130.79,yes,693,11.38,3.17,6,1,3,business,neutral
19.48,231.37,yes,602,11.69,7.76,4,2,6,salaried,no
9.59,76.5,yes,753,21.03,1.76,6,2,8,salaried,yes
57.11,518.71,yes,695,18.28,8.66,10,3,5,salaried,neutral
6.74,51.89,no,746,7.98,1.05,6,3,9,salaried,no
39.85,434.92,yes,797,23.93,20.53,6,2,8,self_employed,neutral
11.72,79.16,yes,572,2.66,1.51,6,2,10,salaried,no
19.65,112.67,yes,783,9.53,5.13,15,2,9,salaried,yes
21.34,125.18,yes,748,34.26,5.55,11,0,8,salaried,yes
6.58,72.43,yes,688,10.17,0.85,4,4,6,salaried,neutral
6.56,70.68,yes,510,8.33,2.17,12,0,4,self_employed,neutral
24.9,66.98,yes,795,43.55,2.08,11,0,8,salaried,yes
22.4,210.26,no,759,22.62,5.3,12,3,9,business,neutral
16.24,59.05,no,661,32.67,2.85,15,1,2,business,neutral
26.53,188.89,no,676,20.06,5.98,12,4,3,salaried,no
23.35,157.58,yes,557,23.96,8.58,7,1,9,salaried,neutral
19.22,123.78,yes,599,28.19,4.64,7,5,8,salaried,neutral
23.32,156.98,yes,694,34.06,5.56,9,1,4,salaried,yes
5.8,26.24,no,722,9.24,1.62,3,4,8,salaried,neutral
9.27,83.22,no,569,15.66,2.32,1,3,8,self_employed,no
28.69,179.87,yes,645,19.26,11.77,12,5,8,salaried,neutral
71.62,549.09,yes,815,37.09,27.72,23,4,9,self_employed,yes
12.98,77.17,no,698,12.29,1.69,16,0,6,business,no
9.42,59.63,yes,528,10.92,2.47,12,0,3,salaried,neutral
14.11,204.82,no,736,12.03,2.75,5,4,3,salaried,no
20.15,171.74,yes,493,15.44,6.3,5,5,5,salaried,no
9.68,94.8,yes,653,11.64,2.77,5,0,6,salaried,neutral
31.18,155.33,yes,735,21.74,6.24,2,2,6,salaried,yes
60.69,265.37,yes,733,37.73,16.41,17,2,10,business,yes
12.7,176.47,no,605,1.89,6.52,6,1,5,self_employed,no
13.18,56.53,yes,619,22.94,4.11,8,3,3,salaried,yes
56.54,190.21,yes,743,38.62,11.78,13,1,8,business,yes
60.01,213.61,yes,756,32.13,7.87,12,3,6,salaried,yes
27.35,154.07,no,792,13.47,6.52,5,2,6,salaried,neutral
11.98,50.86,no,656,22.32,2.74,3,3,9,business,neutral
36.19,224.37,no,881,29.33,13.78,10,2,3,salaried,no
12.09,143.79,no,584,14.41,6.97,3,1,9,salaried,no
11.72,92.0,yes,719,30.47,0.55,21,5,5,salaried,yes
7.47,68.55,no,690,18.13,2.15,9,4,3,salaried,no
42.42,550.51,yes,779,29.11,7.18,8,2,9,salaried,neutral
26.25,100.67,yes,773,20.75,10.13,9,1,3,salaried,yes
30.11,247.67,yes,745,37.97,8.42,23,3,9,self_employed,yes
4.18,47.02,no,779,14.48,1.21,6,2,2,business,no
28.76,148.68,yes,743,17.58,6.82,8,5,3,self_employed,neutral
13.11,101.79,yes,588,19.43,4.68,5,2,6,salaried,neutral
7.13,73.3,yes,796,6.55,0.65,6,2,1,salaried,neutral
20.16,203.65,no,754,12.27,3.88,20,2,6,salaried,no
14.37,69.37,no,751,20.51,1.33,4,4,7,business,neutral
20.09,116.33,yes,761,31.59,4.78,10,4,5,business,yes
75.92,243.86,yes,778,31.13,23.18,15,3,3,salaried,yes
8.52,61.96,no,695,14.77,2.38,13,0,9,self_employed,no
8.82,65.58,yes,653,7.31,2.85,3,4,5,salaried,neutral
7.32,81.76,no,677,13.38,1.67,3,5,10,self_employed,no
13.41,116.8,yes,822,27.6,2.72,19,1,6,business,yes
5.93,37.85,yes,711,15.21,2.51,1,2,10,salaried,neutral
16.34,140.78,no,470,5.95,10.1,3,2,7,self_employed,no
20.78,238.63,yes,695,17.52,4.35,4,4,6,business,neutral
19.97,344.93,no,708,5.73,7.8,5,1,7,salaried,no
21.76,233.46,yes,593,26.11,1.99,12,2,1,salaried,neutral
22.01,112.0,yes,604,8.54,6.79,12,4,4,business,neutral
7.21,65.21,no,818,5.88,1.43,10,1,3,salaried,no
19.56,242.05,yes,653,10.21,8.37,5,4,7,salaried,no
9.61,106.28,no,608,7.77,2.85,10,5,9,self_employed,no
36.35,165.98,yes,738,21.97,9.06,12,1,1,salaried,yes
15.75,90.05,yes,596,33.95,3.13,6,0,4,salaried,neutral
31.46,340.02,yes,595,13.17,6.28,9,3,7,business,no
21.57,169.95,no,657,13.11,7.45,9,2,8,salaried,no
38.26,204.88,yes,755,32.14,1.5,29,2,3,salaried,yes
7.69,75.94,yes,724,4.89,2.24,13,1,3,salaried,neutral
17.4,105.66,yes,678,16.46,3.41,8,3,7,salaried,neutral
16.1,109.97,yes,636,15.7,1.54,10,5,6,business,neutral
15.45,212.42,yes,861,17.17,4.2,3,0,8,business,neutral
27.98,252.0,no,758,25.51,8.51,13,3,5,salaried,neutral
8.01,95.52,yes,494,15.79,2.6,12,2,5,business,neutral
13.22,51.68,no,702,24.8,3.67,10,5,7,salaried,neutral
13.44,191.46,yes,861,13.99,4.31,11,4,9,salaried,neutral
15.6,123.85,yes,650,9.35,3.8,12,2,1,salaried,yes
10.58,99.42,no,596,9.23,5.4,6,1,10,self_employed,no
9.37,64.7,yes,492,17.46,4.05,2,5,6,business,no
14.06,100.35,yes,693,7.2,5.03,3,4,5,self_employed,neutral
26.66,190.25,yes,642,14.02,5.16,9,1,4,salaried,neutral
8.36,95.5,no,679,16.65,2.95,9,4,7,salaried,no
20.71,138.92,yes,666,34.91,1.69,13,3,10,salaried,yes
49.04,441.75,yes,743,24.63,21.28,5,5,8,business,neutral
20.41,242.08,yes,636,14.16,11.25,5,3,4,self_employed,no
31.71,114.42,yes,645,19.82,3.29,7,5,3,salaried,yes
19.11,168.33,yes,607,10.62,13.34,7,2,6,self_employed,no
4.09,68.97,yes,692,14.03,1.16,12,4,9,self_employed,neutral
21.75,202.54,yes,709,30.1,4.37,5,3,8,salaried,yes
12.56,165.92,yes,755,12.09,4.06,1,2,7,salaried,no
26.14,239.04,yes,697,22.41,9.71,16,0,8,salaried,yes
18.71,110.19,no,796,17.72,4.53,2,3,6,salaried,no
11.69,114.17,yes,561,17.92,3.08,5,4,7,salaried,neutral
31.13,547.98,yes,746,27.2,1.4,24,3,6,salaried,neutral
24.88,183.18,yes,900,19.31,4.66,6,6,5,salaried,yes
8.54,135.53,no,704,10.31,2.43,8,3,8,self_employed,no
11.18,71.96,yes,661,22.95,2.31,7,3,5,salaried,yes
22.79,118.13,no,676,19.03,4.65,8,1,10,self_employed,neutral
22.76,199.64,yes,705,13.64,3.76,4,0,5,salaried,neutral
13.98,80.39,yes,721,18.05,3.98,12,1,10,salaried,yes
29.03,240.52,yes,702,33.29,8.3,13,6,2,salaried,yes
4.6,25.05,yes,706,12.97,0.86,10,2,5,self_employed,yes
8.15,46.33,no,646,11.48,2.25,10,5,8,self_employed,no
5.05,70.74,no,710,24.41,0.94,12,4,4,self_employed,no
13.01,121.82,yes,700,9.17,6.8,13,1,9,self_employed,neutral
15.71,158.42,yes,754,15.14,5.07,5,5,6,salaried,neutral
15.16,126.29,no,738,13.82,8.53,16,2,7,salaried,no
13.51,154.31,yes,614,18.29,4.4,2,0,8,salaried,neutral
25.69,200.59,yes,668,11.96,6.96,7,1,7,salaried,neutral
60.2,233.52,yes,807,28.92,8.07,10,4,10,business,yes
46.76,333.39,yes,766,54.72,3.32,18,3,7,salaried,yes
19.54,176.19,no,730,12.76,1.79,10,1,4,self_employed,no
27.39,162.5,yes,680,30.43,5.52,9,3,6,salaried,yes
5.24,48.24,yes,607,18.23,0.29,11,1,4,self_employed,no
8.07,82.17,yes,787,18.16,2.52,3,5,8,salaried,neutral
8.52,78.14,yes,751,6.53,0.27,2,2,7,salaried,neutral
11.15,102.16,yes,687,12.84,5.21,12,4,2,business,neutral
55.81,296.36,yes,754,50.26,7.19,10,2,2,salaried,yes
19.54,118.57,yes,675,15.27,6.37,14,1,7,business,neutral
12.65,69.17,yes,712,6.47,4.19,6,6,8,self_employed,neutral
25.36,138.17,no,767,27.4,7.41,13,1,4,business,yes
31.34,110.54,yes,713,21.39,2.86,4,4,6,salaried,yes
63.73,278.82,yes,751,42.64,20.29,8,4,9,salaried,yes
50.0,820.18,yes,683,25.58,15.58,12,4,1,salaried,neutral
53.47,245.75,yes,801,29.1,2.99,18,2,5,salaried,yes
13.55,151.27,no,570,13.63,4.15,5,1,10,salaried,no
18.23,132.07,no,516,8.89,8.33,1,2,8,salaried,no
12.2,132.28,no,674,6.84,5.4,10,1,1,salaried,no
13.45,140.93,yes,778,3.84,2.62,4,3,9,salaried,neutral
13.14,182.1,yes,730,17.24,4.22,10,0,10,business,neutral
15.92,123.19,yes,709,21.0,3.03,6,6,2,salaried,neutral
9.55,82.68,yes,683,7.45,1.33,9,3,8,salaried,neutral
25.62,281.12,yes,629,38.38,9.83,29,3,10,self_employed,neutral
88.56,390.95,yes,787,48.11,13.42,17,4,8,business,yes
9.82,105.32,yes,592,13.0,2.72,5,3,10,salaried,neutral
13.19,172.23,no,650,7.79,5.85,11,2,5,business,no
7.08,21.13,no,801,13.86,3.32,5,4,8,salaried,neutral
27.35,146.16,yes,577,25.76,5.92,12,4,9,business,yes
5.12,34.3,no,498,19.73,3.18,0,3,5,self_employed,no
7.09,80.06,no,560,16.57,2.62,12,0,7,self_employed,no
45.0,159.09,yes,713,49.77,3.44,11,4,6,salaried,yes
17.68,176.3,no,845,12.96,2.47,9,5,2,self_employed,no
9.93,111.66,no,632,7.65,4.83,2,4,6,business,no
9.55,70.1,yes,656,11.04,3.01,13,6,6,self_employed,neutral
5.3,48.52,yes,596,19.56,1.36,8,2,7,self_employed,no
8.35,108.06,no,521,6.09,3.59,4,2,10,business,no
23.56,448.91,no,577,6.63,10.43,7,3,6,self_employed,no
10.53,103.35,yes,678,11.23,4.14,5,1,7,salaried,neutral
17.71,183.19,yes,636,9.84,6.65,2,0,9,salaried,neutral
50.44,212.61,yes,765,45.19,8.82,18,3,8,salaried,yes
8.76,95.0,yes,529,9.05,3.5,2,2,7,salaried,no
93.76,373.65,yes,740,30.75,16.03,7,2,7,salaried,yes
22.17,159.48,yes,629,43.24,6.04,19,5,4,business,yes
23.1,219.56,no,543,4.48,12.76,5,2,8,salaried,no
9.38,56.13,yes,728,18.75,0.63,4,2,4,self_employed,neutral
52.62,295.82,yes,773,56.08,5.17,14,2,8,salaried,yes
31.33,217.97,yes,700,32.94,8.33,22,2,3,business,yes
4.59,85.42,no,603,3.05,1.27,3,2,4,salaried,no
20.24,180.05,yes,677,34.07,8.48,21,5,6,salaried,neutral
5.28,45.04,yes,602,16.27,1.71,2,3,4,salaried,no
22.77,193.67,no,636,7.39,8.98,2,1,3,self_employed,no
17.19,83.41,yes,692,16.47,0.11,9,1,8,self_employed,yes
11.01,206.95,no,537,4.64,4.28,2,3,6,salaried,no
21.59,92.95,no,595,16.69,4.13,14,3,5,salaried,no
7.45,86.02,no,569,10.7,2.56,4,1,1,salaried,no
20.22,122.26,yes,630,34.72,5.32,9,0,3,self_employed,neutral
19.03,103.88,yes,777,10.34,5.73,9,1,3,business,yes
8.19,114.51,no,681,4.66,3.08,5,2,9,salaried,no
8.68,46.14,no,563,11.96,2.26,3,2,6,salaried,no
16.78,102.51,yes,667,32.88,3.17,6,5,7,salaried,yes
45.29,199.28,yes,804,26.42,2.03,24,2,1,business,yes
10.34,94.02,no,615,12.74,4.02,1,2,4,self_employed,no
4.3,42.58,yes,726,20.24,0.69,7,6,7,salaried,neutral
76.82,374.16,yes,647,44.38,14.81,11,3,7,salaried,yes
3.6,30.29,yes,721,12.45,1.47,8,5,8,business,no
15.06,203.27,no,548,18.77,4.37,4,0,6,salaried,no
22.7,147.94,yes,648,23.98,4.15,6,1,3,salaried,yes
36.4,287.07,no,767,38.72,9.67,10,4,7,business,neutral
61.17,401.7,yes,757,46.01,13.42,7,2,3,business,yes
31.88,138.81,no,741,23.03,8.92,11,1,8,salaried,neutral
38.39,181.72,no,697,18.89,3.95,19,2,8,business,neutral
27.88,275.77,yes,832,13.7,8.14,8,3,7,salaried,yes
43.0,228.86,yes,900,43.56,2.82,24,5,7,self_employed,yes
76.31,348.75,no,780,30.45,13.2,14,1,10,salaried,yes
90.78,627.9,yes,857,25.86,19.49,17,2,10,salaried,yes
8.29,58.2,no,604,16.32,4.18,13,3,4,salaried,no
29.69,235.73,yes,801,32.99,10.34,6,0,8,salaried,yes
10.08,93.68,yes,762,5.57,3.26,11,5,4,salaried,neutral
7.41,44.5,no,505,14.25,3.63,14,4,6,self_employed,no
15.65,79.38,yes,470,19.26,5.73,4,1,7,salaried,neutral
29.77,298.56,no,815,33.85,7.98,24,1,5,business,neutral
24.61,249.07,yes,846,23.26,7.41,6,5,4,salaried,yes
9.56,157.02,no,470,22.24,4.7,6,1,5,salaried,no
11.33,90.67,yes,547,13.46,2.87,11,4,8,salaried,neutral
62.79,385.33,yes,797,26.06,11.53,13,4,5,self_employed,yes
19.21,151.09,yes,669,25.52,5.15,10,1,6,self_employed,neutral
9.75,87.2,yes,557,12.21,4.05,1,2,3,salaried,no
16.63,101.24,no,755,31.62,2.68,12,0,3,salaried,neutral
5.86,82.03,yes,793,8.1,1.49,8,2,6,salaried,neutral
8.19,35.45,no,724,8.79,0.75,7,0,4,self_employed,neutral
13.76,200.48,no,715,10.35,6.45,8,4,9,business,no
9.2,72.29,yes,625,15.19,2.89,7,2,9,self_employed,yes
52.75,456.22,yes,730,47.35,19.95,8,1,3,self_employed,yes
10.81,104.03,yes,690,9.6,5.05,4,4,9,self_employed,neutral
8.08,104.06,no,635,8.23,2.23,5,6,7,salaried,no
6.73,56.31,no,691,10.99,3.02,3,4,6,business,no
20.1,121.01,no,703,12.03,1.99,13,2,6,salaried,no
14.28,154.34,no,735,12.7,6.12,3,3,7,salaried,no
7.7,106.51,yes,671,11.51,1.04,9,5,7,salaried,no
7.42,74.82,no,676,18.02,2.5,12,2,10,salaried,no
13.71,73.6,yes,626,20.87,5.21,5,5,5,business,neutral
62.91,389.18,yes,821,62.28,6.56,12,0,5,salaried,yes
17.53,105.77,yes,794,21.02,5.69,4,1,3,business,yes
24.06,189.38,no,736,10.67,4.17,15,3,9,salaried,neutral
8.36,128.27,no,619,9.32,0.54,9,2,6,self_employed,no
2.88,22.24,no,578,16.2,1.53,12,2,6,self_employed,no
12.26,79.5,no,664,38.07,2.42,8,4,9,self_employed,no
15.1,156.9,no,748,2.82,3.25,5,1,8,salaried,no
55.49,261.95,yes,832,30.35,5.74,24,6,6,salaried,yes
50.5,542.86,yes,671,36.93,19.25,10,0,6,business,neutral
26.89,144.37,yes,786,19.39,5.64,11,1,4,business,yes
14.31,54.88,no,750,24.44,3.64,4,6,10,self_employed,neutral
17.0,234.24,yes,900,26.44,7.33,18,3,4,salaried,neutral
12.88,110.12,yes,771,5.57,4.45,6,3,8,business,neutral
29.23,116.23,yes,742,24.74,9.02,6,0,4,business,yes
2.36,31.09,no,618,18.96,0.61,6,4,5,salaried,no
21.23,86.51,no,732,20.88,3.04,15,1,8,self_employed,neutral
10.28,60.05,no,815,7.81,2.16,13,4,7,self_employed,no
7.42,66.09,yes,687,18.75,1.37,8,2,5,business,neutral
44.92,487.16,no,833,33.59,17.13,11,1,7,self_employed,no
14.76,183.12,no,642,15.11,3.99,4,0,7,salaried,no
23.26,143.04,yes,703,10.0,3.93,17,0,4,salaried,yes
10.47,88.16,yes,771,8.65,4.1,9,2,9,self_employed,neutral
57.06,232.14,yes,818,49.4,5.46,25,2,9,salaried,yes
29.41,151.41,yes,559,25.54,9.28,9,1,7,business,neutral
8.16,57.59,yes,714,9.67,2.8,4,2,9,business,neutral
15.18,156.33,no,568,16.01,4.19,7,4,8,self_employed,no
16.27,227.28,no,714,8.45,5.27,10,5,6,salaried,no
6.68,77.79,no,617,6.89,1.55,5,3,7,self_employed,no
12.55,159.31,no,735,2.77,4.47,12,5,8,self_employed,no
75.71,613.16,no,715,45.3,25.0,8,3,5,business,no
46.25,278.28,no,628,40.39,17.08,12,1,2,business,no
52.76,313.78,yes,836,18.24,18.07,18,2,8,salaried,yes
6.85,56.13,yes,754,3.52,0.98,13,2,5,self_employed,neutral
13.24,73.69,yes,534,17.86,2.55,5,1,6,salaried,neutral
10.32,138.65,yes,794,11.88,3.69,2,5,4,salaried,no
27.81,243.0,yes,705,18.88,5.41,6,2,4,business,neutral
22.96,117.7,yes,730,38.55,6.65,7,0,4,salaried,yes
10.18,125.91,yes,649,12.53,4.55,10,2,6,salaried,neutral
27.51,192.62,yes,599,28.73,4.38,11,3,2,self_employed,neutral
23.59,164.57,yes,742,12.16,5.31,10,5,6,salaried,yes
9.39,134.45,yes,693,21.5,2.78,4,0,8,salaried,neutral
46.28,382.27,yes,618,36.39,15.77,5,1,7,business,yes
9.64,128.09,no,697,12.71,2.6,4,1,6,business,no
24.44,103.52,no,729,10.75,9.04,16,1,7,business,neutral
13.58,140.9,yes,730,9.3,2.84,6,1,6,self_employed,neutral
33.14,279.21,yes,750,21.56,6.09,10,3,10,business,yes
21.48,116.68,no,730,23.99,6.14,6,0,9,self_employed,neutral
8.68,64.93,no,550,11.5,3.23,6,5,3,salaried,no
10.82,116.56,no,574,10.26,1.79,4,3,6,salaried,no
25.59,195.18,no,746,34.22,1.55,13,2,6,business,neutral
16.08,90.09,yes,667,12.36,1.98,9,2,8,salaried,yes
5.84,46.18,no,742,12.06,1.79,2,4,6,business,no
48.5,311.21,yes,778,26.85,6.98,13,3,5,salaried,yes
13.96,72.9,no,648,16.6,4.84,4,1,6,business,no
8.79,101.35,no,742,16.21,3.22,12,1,1,salaried,no
11.55,135.55,no,566,7.1,4.0,7,1,8,salaried,no
17.32,58.14,yes,722,10.72,4.76,20,0,10,salaried,yes
3.52,35.92,yes,766,13.08,0.52,7,4,2,salaried,yes
30.6,308.98,yes,663,25.14,3.01,16,3,2,self_employed,yes
4.12,23.71,yes,846,11.86,0.37,6,5,6,self_employed,yes
21.6,349.57,no,568,13.67,6.64,1,4,3,self_employed,no
4.94,51.25,yes,612,7.36,1.73,4,2,7,salaried,no
5.12,83.2,yes,866,8.36,1.53,6,2,7,salaried,neutral
24.12,187.17,no,655,33.49,3.57,6,0,1,salaried,no
16.36,87.02,no,742,14.36,3.82,16,3,9,salaried,neutral
5.22,41.56,no,613,16.41,1.73,2,2,9,salaried,no
54.38,359.76,no,769,44.96,14.02,18,4,6,salaried,neutral
22.28,129.61,no,624,35.48,8.91,10,3,6,salaried,no
12.93,107.5,no,579,6.16,6.76,7,0,8,salaried,no
18.56,191.6,yes,830,23.51,7.25,9,5,8,salaried,yes
8.07,39.47,yes,636,17.77,2.02,5,6,6,self_employed,neutral
4.75,84.48,yes,723,11.71,0.59,8,5,8,salaried,no
26.24,187.97,no,643,28.37,8.92,8,5,8,business,no
76.08,451.01,yes,721,22.51,4.4,19,3,2,salaried,yes
4.59,61.37,no,638,11.16,1.83,10,4,4,business,no
3.25,20.0,yes,650,11.31,1.45,7,2,7,salaried,neutral
14.42,195.62,yes,641,13.31,4.54,8,0,7,business,no
4.9,70.15,no,750,7.48,2.79,9,2,8,business,no
27.41,185.54,yes,672,15.21,2.05,16,2,10,salaried,yes
40.08,150.31,yes,900,27.36,4.45,13,3,1,self_employed,yes
36.71,358.97,no,726,42.18,6.99,12,2,9,salaried,neutral
37.06,197.94,yes,760,31.45,1.96,12,3,6,salaried,yes
66.6,329.92,yes,814,26.16,15.49,9,2,9,salaried,yes
29.71,316.04,yes,859,21.34,8.38,16,2,6,salaried,yes
9.2,88.44,no,625,14.7,3.77,8,6,3,salaried,no
29.18,310.76,yes,668,43.41,4.1,3,5,6,business,neutral
56.87,207.07,yes,755,24.19,9.22,7,4,7,salaried,yes
8.54,114.53,no,878,10.45,1.36,7,1,8,salaried,no
19.64,132.51,yes,776,22.01,2.61,22,0,2,salaried,yes
31.06,164.83,yes,644,31.99,14.58,9,5,7,salaried,neutral
28.35,260.58,yes,724,21.66,11.24,14,3,8,business,neutral
56.41,250.93,no,708,15.69,12.88,26,2,3,self_employed,neutral
54.14,213.69,yes,873,40.94,8.34,15,6,4,salaried,yes
6.16,72.1,no,696,13.7,2.05,1,3,8,salaried,no
22.51,124.25,no,740,27.35,6.95,22,2,6,salaried,neutral
47.74,530.87,yes,880,34.92,22.96,6,3,4,salaried,yes
22.29,151.33,yes,756,26.52,0.92,5,3,8,business,yes
9.1,61.71,no,644,14.01,1.81,5,5,2,business,no
7.7,61.61,no,593,18.72,3.23,9,5,5,self_employed,no
17.05,162.67,yes,765,20.06,9.18,13,4,4,business,neutral
4.5,46.63,yes,737,9.52,1.25,8,1,2,salaried,neutral
20.71,191.87,no,663,24.4,4.29,15,1,1,salaried,no
4.23,34.21,no,664,13.94,0.15,9,1,6,business,no
7.36,40.89,yes,665,12.97,2.23,3,3,6,self_employed,neutral
24.38,426.51,yes,744,22.44,1.33,5,2,4,business,no
7.69,101.1,yes,810,9.95,3.03,10,2,8,salaried,neutral
6.84,94.64,no,727,14.96,1.39,3,0,6,self_employed,no
9.14,90.32,yes,719,8.79,3.95,5,4,4,salaried,neutral
4.07,24.02,yes,586,9.53,0.44,4,1,7,self_employed,no
12.28,112.44,yes,856,37.75,4.36,8,6,9,salaried,yes
6.78,93.79,yes,560,8.67,0.91,9,2,8,self_employed,no
8.89,78.04,yes,786,10.69,2.41,3,3,3,salaried,yes
14.87,109.9,yes,783,23.37,5.75,14,2,7,salaried,yes
42.13,194.17,yes,751,34.35,18.64,17,3,8,business,yes
7.61,40.91,no,751,7.01,1.7,9,3,9,salaried,neutral
12.91,98.72,no,720,12.06,2.85,3,1,4,self_employed,no
25.1,126.28,no,702,32.56,3.35,10,6,3,salaried,neutral
14.68,62.77,no,678,17.82,2.78,21,5,3,salaried,neutral
15.34,109.42,yes,786,9.01,3.61,9,4,5,self_employed,yes
16.45,74.06,yes,783,31.1,3.91,13,0,7,salaried,yes
9.25,76.12,yes,725,10.01,2.84,3,0,10,self_employed,neutral
23.61,193.47,yes,629,26.82,9.76,4,4,2,business,neutral
19.27,109.36,no,833,21.78,4.34,12,4,3,salaried,neutral
14.0,120.26,no,639,5.82,4.98,8,2,10,self_employed,no
14.39,56.91,yes,721,28.95,3.56,19,5,5,salaried,yes
14.02,126.37,yes,713,17.08,3.52,6,5,6,salaried,neutral
21.31,108.77,no,725,13.7,6.82,3,2,6,salaried,neutral
8.66,32.69,yes,679,8.93,1.75,3,4,4,salaried,yes
14.36,132.95,no,621,6.11,7.37,7,3,5,salaried,no
77.34,769.11,yes,681,22.72,16.03,20,2,2,salaried,yes
19.12,189.21,yes,720,30.17,4.58,9,5,2,self_employed,neutral
5.95,102.31,no,559,13.72,2.76,3,2,8,salaried,no
19.52,156.43,yes,692,12.03,5.22,8,1,9,salaried,yes
4.1,35.41,no,595,4.85,2.5,4,1,7,business,no
5.88,35.89,no,579,6.23,0.93,8,5,7,salaried,no
19.68,129.31,no,561,23.44,1.83,17,1,6,salaried,no
12.75,185.6,no,723,14.01,3.08,4,2,3,salaried,no
19.53,95.0,yes,727,17.71,3.45,8,3,5,salaried,yes
34.46,148.68,no,736,25.61,9.18,15,4,3,salaried,neutral
10.39,139.92,yes,673,10.61,0.59,7,2,9,salaried,neutral
45.04,174.37,yes,729,41.93,8.7,23,5,1,salaried,yes
13.03,119.28,yes,815,9.96,2.63,13,0,10,self_employed,yes
48.74,225.02,yes,782,31.13,3.38,25,4,3,salaried,yes
57.19,255.79,yes,838,29.24,3.76,14,3,7,business,yes
37.46,200.4,yes,787,21.82,19.91,18,2,1,self_employed,neutral
37.82,245.64,no,712,37.74,9.3,10,2,2,business,no
45.15,263.28,yes,770,29.24,7.88,8,3,6,salaried,yes
8.43,43.23,yes,768,6.28,2.77,2,2,1,self_employed,neutral
36.96,169.77,yes,803,26.96,10.96,23,4,2,salaried,yes
22.62,431.58,yes,792,6.37,5.96,2,5,5,salaried,no
19.21,123.77,yes,658,17.13,4.32,1,4,6,salaried,neutral
8.7,94.18,no,528,15.03,3.58,4,5,5,self_employed,no
63.41,505.66,yes,695,21.68,24.18,20,6,10,business,neutral
12.99,109.59,yes,614,23.75,5.82,6,2,2,salaried,neutral
19.11,104.12,yes,744,15.88,4.85,10,3,6,business,yes
32.24,186.49,no,825,31.29,3.17,6,0,7,salaried,neutral
5.25,79.01,no,589,2.3,1.93,8,1,7,self_employed,no
25.49,230.44,yes,679,19.09,6.6,13,3,10,business,neutral
31.93,232.45,yes,728,11.28,8.04,1,3,10,salaried,neutral
18.03,111.33,yes,723,14.21,5.16,6,3,4,self_employed,neutral
17.27,106.22,yes,700,16.77,1.69,19,0,6,salaried,yes
31.27,143.14,no,704,30.57,8.72,21,1,2,salaried,neutral
10.82,65.0,yes,642,11.92,3.46,10,4,3,salaried,neutral
35.14,276.52,no,698,19.68,10.69,7,0,7,self_employed,no
35.89,531.39,yes,726,29.83,18.03,9,1,6,salaried,no
14.24,116.32,yes,726,16.22,3.66,7,2,1,salaried,yes
10.72,73.46,yes,630,27.22,4.84,12,5,10,salaried,neutral
39.82,297.03,yes,630,28.71,12.33,6,1,6,self_employed,neutral
54.14,143.22,yes,815,31.61,14.03,8,1,5,salaried,yes
5.21,103.88,yes,618,2.14,2.34,8,6,3,self_employed,no
4.46,20.58,yes,738,13.57,1.0,6,3,5,business,yes
46.86,231.67,yes,767,45.03,13.1,12,3,4,salaried,yes
5.54,67.24,yes,757,8.3,1.77,5,5,3,salaried,neutral
8.31,55.36,no,620,20.5,3.16,8,1,4,salaried,no
9.95,72.48,no,645,17.41,1.24,2,2,3,salaried,no
11.2,118.38,yes,554,11.67,2.47,8,3,4,salaried,neutral
71.4,451.73,yes,709,51.07,14.04,12,4,7,salaried,yes
